seed,Group,chem,mean_weight,total_mean,sd_total_mean,above_threshold
18,Non-Dioxin-like PCBs,PCB 74,0.012400652,0.039520733,0.052661805,15
18,Non-Dioxin-like PCBs,PCB 194,0.008147163,0.039834125,0.045298732,24
18,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.007887771,0.011581327,0.017004002,4
18,Non-Dioxin-like PCBs,PCB 187,0.007061155,0.023013487,0.039626962,12
18,Non-Dioxin-like PCBs,PCB 138,0.006538307,0.022887075,0.027888138,10
18,Non-Dioxin-like PCBs,PCB 180,0.00111592,0.00353903,0.006393246,0
18,mPFD,"1,2,3,6,7,8-hxcdd",9.45E-04,0.021597053,0.029298756,10
18,mPFD,"1,2,3,4,6,7,8-hpcdd",4.00E-04,0.025502809,0.031696889,12
19,Non-Ortho PCBs,PCB 126,0.215024097,0.123166939,0.090888143,68
19,mPFD,"2,3,4,7,8-pncdf",0.20964264,0.262474651,0.132506685,96
19,Non-Dioxin-like PCBs,PCB 99,0.176352446,0.102371171,0.092976697,56
19,Non-Dioxin-like PCBs,PCB 187,0.103262573,0.023013487,0.039626962,12
19,Non-Dioxin-like PCBs,PCB 194,0.086120218,0.039834125,0.045298732,24
19,mPFD,PCB 118,0.075807367,0.085772087,0.079365683,54
19,mPFD,"1,2,3,4,6,7,8-hpcdd",0.044727824,0.025502809,0.031696889,12
19,Non-Dioxin-like PCBs,PCB 74,0.033205272,0.039520733,0.052661805,15
19,mPFD,"1,2,3,4,6,7,8-hxcdf",0.029817819,0.081696005,0.059970077,57
19,mPFD,"1,2,3,4,7,8-hxcdf",0.010560525,0.029768324,0.03640783,12
19,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.009475223,0.011581327,0.017004002,4
19,Non-Dioxin-like PCBs,PCB 138,0.003260148,0.022887075,0.027888138,10
19,mPFD,"1,2,3,6,7,8-hxcdd",0.002181929,0.021597053,0.029298756,10
19,Non-Ortho PCBs,PCB 169,5.61E-04,0.075626265,0.076996433,44
19,Non-Dioxin-like PCBs,PCB 170,1.65E-07,0.010449381,0.019559485,4
19,Non-Dioxin-like PCBs,PCB 180,1.44E-07,0.00353903,0.006393246,0
19,Non-Dioxin-like PCBs,PCB 153,1.32E-07,0.017423753,0.030813948,7
19,mPFD,"1,2,3,6,7,8-hxcdf",1.07E-07,0.023775785,0.02946219,8
20,mPFD,"2,3,4,7,8-pncdf",0.240932507,0.262474651,0.132506685,96
20,mPFD,"1,2,3,4,6,7,8-hxcdf",0.142114847,0.081696005,0.059970077,57
20,Non-Ortho PCBs,PCB 126,0.135793599,0.123166939,0.090888143,68
20,mPFD,PCB 118,0.128820075,0.085772087,0.079365683,54
20,Non-Dioxin-like PCBs,PCB 99,0.113560628,0.102371171,0.092976697,56
20,Non-Dioxin-like PCBs,PCB 187,0.09646623,0.023013487,0.039626962,12
20,mPFD,"1,2,3,4,6,7,8-hpcdd",0.057731949,0.025502809,0.031696889,12
20,Non-Dioxin-like PCBs,PCB 74,0.033333803,0.039520733,0.052661805,15
20,Non-Dioxin-like PCBs,PCB 194,0.018347425,0.039834125,0.045298732,24
20,mPFD,"1,2,3,4,7,8-hxcdf",0.011408302,0.029768324,0.03640783,12
20,Non-Ortho PCBs,PCB 169,0.010802418,0.075626265,0.076996433,44
20,mPFD,"1,2,3,6,7,8-hxcdd",0.004152322,0.021597053,0.029298756,10
20,Non-Dioxin-like PCBs,PCB 153,0.003556237,0.017423753,0.030813948,7
20,Non-Dioxin-like PCBs,PCB 180,0.002978428,0.00353903,0.006393246,0
20,mPFD,"1,2,3,4,6,7,8,9-ocdd",1.08E-06,0.011581327,0.017004002,4
20,Non-Dioxin-like PCBs,PCB 138,8.67E-08,0.022887075,0.027888138,10
20,Non-Dioxin-like PCBs,PCB 170,4.94E-08,0.010449381,0.019559485,4
20,mPFD,"1,2,3,6,7,8-hxcdf",1.19E-08,0.023775785,0.02946219,8
21,mPFD,"2,3,4,7,8-pncdf",0.468165531,0.262474651,0.132506685,96
21,Non-Ortho PCBs,PCB 169,0.117184589,0.075626265,0.076996433,44
21,Non-Dioxin-like PCBs,PCB 99,0.109698411,0.102371171,0.092976697,56
21,mPFD,"1,2,3,4,6,7,8-hxcdf",0.067907429,0.081696005,0.059970077,57
21,Non-Ortho PCBs,PCB 126,0.057711156,0.123166939,0.090888143,68
21,Non-Dioxin-like PCBs,PCB 74,0.055235001,0.039520733,0.052661805,15
21,Non-Dioxin-like PCBs,PCB 180,0.034715006,0.00353903,0.006393246,0
21,Non-Dioxin-like PCBs,PCB 138,0.027103556,0.022887075,0.027888138,10
21,Non-Dioxin-like PCBs,PCB 153,0.016808264,0.017423753,0.030813948,7
21,Non-Dioxin-like PCBs,PCB 194,0.016289533,0.039834125,0.045298732,24
21,mPFD,"1,2,3,4,7,8-hxcdf",0.009832814,0.029768324,0.03640783,12
21,mPFD,PCB 118,0.008919019,0.085772087,0.079365683,54
21,Non-Dioxin-like PCBs,PCB 187,0.00689359,0.023013487,0.039626962,12
21,mPFD,"1,2,3,6,7,8-hxcdd",0.00209321,0.021597053,0.029298756,10
21,mPFD,"1,2,3,4,6,7,8,9-ocdd",9.10E-04,0.011581327,0.017004002,4
21,mPFD,"1,2,3,6,7,8-hxcdf",5.32E-04,0.023775785,0.02946219,8
21,Non-Dioxin-like PCBs,PCB 170,1.73E-07,0.010449381,0.019559485,4
21,mPFD,"1,2,3,4,6,7,8-hpcdd",6.92E-08,0.025502809,0.031696889,12
22,Non-Ortho PCBs,PCB 126,0.221578252,0.123166939,0.090888143,68
22,mPFD,"2,3,4,7,8-pncdf",0.16662197,0.262474651,0.132506685,96
22,Non-Dioxin-like PCBs,PCB 138,0.134276803,0.022887075,0.027888138,10
22,mPFD,"1,2,3,4,6,7,8-hpcdd",0.110747023,0.025502809,0.031696889,12
22,Non-Dioxin-like PCBs,PCB 99,0.103581686,0.102371171,0.092976697,56
22,mPFD,"1,2,3,4,6,7,8-hxcdf",0.083415045,0.081696005,0.059970077,57
22,mPFD,"1,2,3,6,7,8-hxcdf",0.041489149,0.023775785,0.02946219,8
22,Non-Dioxin-like PCBs,PCB 74,0.034003747,0.039520733,0.052661805,15
22,Non-Ortho PCBs,PCB 169,0.031779091,0.075626265,0.076996433,44
22,Non-Dioxin-like PCBs,PCB 153,0.025377049,0.017423753,0.030813948,7
22,mPFD,PCB 118,0.024222064,0.085772087,0.079365683,54
22,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.021177631,0.011581327,0.017004002,4
22,Non-Dioxin-like PCBs,PCB 194,0.001442463,0.039834125,0.045298732,24
22,Non-Dioxin-like PCBs,PCB 180,2.77E-04,0.00353903,0.006393246,0
22,Non-Dioxin-like PCBs,PCB 170,1.07E-05,0.010449381,0.019559485,4
22,mPFD,"1,2,3,4,7,8-hxcdf",1.21E-07,0.029768324,0.03640783,12
22,Non-Dioxin-like PCBs,PCB 187,1.17E-07,0.023013487,0.039626962,12
22,mPFD,"1,2,3,6,7,8-hxcdd",1.04E-07,0.021597053,0.029298756,10
23,Non-Dioxin-like PCBs,PCB 99,0.325497086,0.102371171,0.092976697,56
23,Non-Dioxin-like PCBs,PCB 74,0.191089078,0.039520733,0.052661805,15
23,mPFD,"2,3,4,7,8-pncdf",0.173758728,0.262474651,0.132506685,96
23,mPFD,PCB 118,0.171560621,0.085772087,0.079365683,54
23,Non-Dioxin-like PCBs,PCB 194,0.038241144,0.039834125,0.045298732,24
23,Non-Dioxin-like PCBs,PCB 138,0.033518338,0.022887075,0.027888138,10
23,mPFD,"1,2,3,4,6,7,8-hxcdf",0.02803492,0.081696005,0.059970077,57
23,Non-Dioxin-like PCBs,PCB 153,0.014503207,0.017423753,0.030813948,7
23,Non-Ortho PCBs,PCB 126,0.007611507,0.123166939,0.090888143,68
23,Non-Ortho PCBs,PCB 169,0.007602243,0.075626265,0.076996433,44
23,mPFD,"1,2,3,6,7,8-hxcdf",0.005828947,0.023775785,0.02946219,8
23,mPFD,"1,2,3,6,7,8-hxcdd",0.002089464,0.021597053,0.029298756,10
23,mPFD,"1,2,3,4,7,8-hxcdf",6.63E-04,0.029768324,0.03640783,12
23,Non-Dioxin-like PCBs,PCB 187,4.11E-07,0.023013487,0.039626962,12
23,Non-Dioxin-like PCBs,PCB 180,4.03E-07,0.00353903,0.006393246,0
23,Non-Dioxin-like PCBs,PCB 170,3.03E-07,0.010449381,0.019559485,4
23,mPFD,"1,2,3,4,6,7,8-hpcdd",1.72E-07,0.025502809,0.031696889,12
23,mPFD,"1,2,3,4,6,7,8,9-ocdd",9.71E-08,0.011581327,0.017004002,4
24,Non-Dioxin-like PCBs,PCB 99,0.302392632,0.102371171,0.092976697,56
24,mPFD,"2,3,4,7,8-pncdf",0.221559151,0.262474651,0.132506685,96
24,mPFD,"1,2,3,4,6,7,8-hxcdf",0.132905411,0.081696005,0.059970077,57
24,Non-Dioxin-like PCBs,PCB 187,0.128447424,0.023013487,0.039626962,12
24,Non-Dioxin-like PCBs,PCB 138,0.055851229,0.022887075,0.027888138,10
24,Non-Dioxin-like PCBs,PCB 74,0.053279471,0.039520733,0.052661805,15
24,Non-Ortho PCBs,PCB 126,0.027654318,0.123166939,0.090888143,68
24,Non-Dioxin-like PCBs,PCB 194,0.025073765,0.039834125,0.045298732,24
24,mPFD,PCB 118,0.024483498,0.085772087,0.079365683,54
24,mPFD,"1,2,3,4,6,7,8-hpcdd",0.009960046,0.025502809,0.031696889,12
24,Non-Ortho PCBs,PCB 169,0.007615381,0.075626265,0.076996433,44
24,Non-Dioxin-like PCBs,PCB 180,0.005675566,0.00353903,0.006393246,0
24,Non-Dioxin-like PCBs,PCB 170,0.003740522,0.010449381,0.019559485,4
24,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.001360887,0.011581327,0.017004002,4
24,Non-Dioxin-like PCBs,PCB 153,3.52E-07,0.017423753,0.030813948,7
24,mPFD,"1,2,3,6,7,8-hxcdd",1.23E-07,0.021597053,0.029298756,10
24,mPFD,"1,2,3,6,7,8-hxcdf",1.15E-07,0.023775785,0.02946219,8
24,mPFD,"1,2,3,4,7,8-hxcdf",1.09E-07,0.029768324,0.03640783,12
25,mPFD,"1,2,3,4,6,7,8-hxcdf",0.135686715,0.081696005,0.059970077,57
25,Non-Dioxin-like PCBs,PCB 74,0.127687479,0.039520733,0.052661805,15
25,mPFD,"2,3,4,7,8-pncdf",0.125669264,0.262474651,0.132506685,96
25,Non-Dioxin-like PCBs,PCB 187,0.109449323,0.023013487,0.039626962,12
25,Non-Dioxin-like PCBs,PCB 138,0.103294466,0.022887075,0.027888138,10
25,Non-Dioxin-like PCBs,PCB 194,0.089461783,0.039834125,0.045298732,24
25,Non-Dioxin-like PCBs,PCB 99,0.088834659,0.102371171,0.092976697,56
25,mPFD,PCB 118,0.06790698,0.085772087,0.079365683,54
25,Non-Ortho PCBs,PCB 169,0.049638623,0.075626265,0.076996433,44
25,Non-Ortho PCBs,PCB 126,0.034155282,0.123166939,0.090888143,68
25,Non-Dioxin-like PCBs,PCB 180,0.021804732,0.00353903,0.006393246,0
25,Non-Dioxin-like PCBs,PCB 170,0.014474397,0.010449381,0.019559485,4
25,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.010404311,0.011581327,0.017004002,4
25,mPFD,"1,2,3,6,7,8-hxcdf",0.007532003,0.023775785,0.02946219,8
25,mPFD,"1,2,3,6,7,8-hxcdd",0.005633991,0.021597053,0.029298756,10
25,mPFD,"1,2,3,4,6,7,8-hpcdd",0.005489808,0.025502809,0.031696889,12
25,mPFD,"1,2,3,4,7,8-hxcdf",0.002264705,0.029768324,0.03640783,12
25,Non-Dioxin-like PCBs,PCB 153,6.11E-04,0.017423753,0.030813948,7
26,Non-Ortho PCBs,PCB 126,0.277943194,0.123166939,0.090888143,68
26,mPFD,"1,2,3,4,6,7,8-hxcdf",0.204092543,0.081696005,0.059970077,57
26,Non-Dioxin-like PCBs,PCB 194,0.172961921,0.039834125,0.045298732,24
26,mPFD,"2,3,4,7,8-pncdf",0.106274647,0.262474651,0.132506685,96
26,mPFD,PCB 118,0.101519584,0.085772087,0.079365683,54
26,Non-Dioxin-like PCBs,PCB 99,0.074787485,0.102371171,0.092976697,56
26,Non-Dioxin-like PCBs,PCB 187,0.013922408,0.023013487,0.039626962,12
26,mPFD,"1,2,3,6,7,8-hxcdf",0.013166336,0.023775785,0.02946219,8
26,mPFD,"1,2,3,4,7,8-hxcdf",0.009708295,0.029768324,0.03640783,12
26,Non-Ortho PCBs,PCB 169,0.005730675,0.075626265,0.076996433,44
26,mPFD,"1,2,3,4,6,7,8-hpcdd",0.005470497,0.025502809,0.031696889,12
26,Non-Dioxin-like PCBs,PCB 74,0.004687938,0.039520733,0.052661805,15
26,Non-Dioxin-like PCBs,PCB 138,0.004368345,0.022887075,0.027888138,10
26,Non-Dioxin-like PCBs,PCB 153,0.003668077,0.017423753,0.030813948,7
26,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.001697522,0.011581327,0.017004002,4
26,Non-Dioxin-like PCBs,PCB 180,2.34E-07,0.00353903,0.006393246,0
26,Non-Dioxin-like PCBs,PCB 170,1.94E-07,0.010449381,0.019559485,4
26,mPFD,"1,2,3,6,7,8-hxcdd",1.04E-07,0.021597053,0.029298756,10
27,Non-Ortho PCBs,PCB 126,0.234539524,0.123166939,0.090888143,68
27,Non-Ortho PCBs,PCB 169,0.161589696,0.075626265,0.076996433,44
27,mPFD,"1,2,3,4,6,7,8-hxcdf",0.121527126,0.081696005,0.059970077,57
27,mPFD,"2,3,4,7,8-pncdf",0.118926998,0.262474651,0.132506685,96
27,Non-Dioxin-like PCBs,PCB 99,0.10875296,0.102371171,0.092976697,56
27,mPFD,PCB 118,0.081982811,0.085772087,0.079365683,54
27,Non-Dioxin-like PCBs,PCB 194,0.061077729,0.039834125,0.045298732,24
27,Non-Dioxin-like PCBs,PCB 187,0.02846438,0.023013487,0.039626962,12
27,mPFD,"1,2,3,6,7,8-hxcdd",0.018510463,0.021597053,0.029298756,10
27,mPFD,"1,2,3,4,6,7,8-hpcdd",0.013248148,0.025502809,0.031696889,12
27,mPFD,"1,2,3,4,7,8-hxcdf",0.012832121,0.029768324,0.03640783,12
27,Non-Dioxin-like PCBs,PCB 170,0.009846076,0.010449381,0.019559485,4
27,Non-Dioxin-like PCBs,PCB 74,0.008739429,0.039520733,0.052661805,15
27,Non-Dioxin-like PCBs,PCB 138,0.007532045,0.022887075,0.027888138,10
27,Non-Dioxin-like PCBs,PCB 180,0.00676629,0.00353903,0.006393246,0
27,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.002834504,0.011581327,0.017004002,4
27,Non-Dioxin-like PCBs,PCB 153,0.002812269,0.017423753,0.030813948,7
27,mPFD,"1,2,3,6,7,8-hxcdf",1.74E-05,0.023775785,0.02946219,8
28,mPFD,"2,3,4,7,8-pncdf",0.249741126,0.262474651,0.132506685,96
28,mPFD,PCB 118,0.194365083,0.085772087,0.079365683,54
28,Non-Dioxin-like PCBs,PCB 194,0.106658206,0.039834125,0.045298732,24
28,Non-Dioxin-like PCBs,PCB 99,0.085351096,0.102371171,0.092976697,56
28,mPFD,"1,2,3,4,6,7,8-hxcdf",0.084926634,0.081696005,0.059970077,57
28,Non-Ortho PCBs,PCB 126,0.082554048,0.123166939,0.090888143,68
28,mPFD,"1,2,3,6,7,8-hxcdf",0.046566456,0.023775785,0.02946219,8
28,Non-Dioxin-like PCBs,PCB 187,0.039122592,0.023013487,0.039626962,12
28,Non-Ortho PCBs,PCB 169,0.032328705,0.075626265,0.076996433,44
28,mPFD,"1,2,3,4,7,8-hxcdf",0.022209809,0.029768324,0.03640783,12
28,Non-Dioxin-like PCBs,PCB 74,0.022167419,0.039520733,0.052661805,15
28,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.01180649,0.011581327,0.017004002,4
28,Non-Dioxin-like PCBs,PCB 170,0.008122327,0.010449381,0.019559485,4
28,mPFD,"1,2,3,4,6,7,8-hpcdd",0.007240792,0.025502809,0.031696889,12
28,Non-Dioxin-like PCBs,PCB 153,0.006838516,0.017423753,0.030813948,7
28,Non-Dioxin-like PCBs,PCB 180,2.98E-07,0.00353903,0.006393246,0
28,mPFD,"1,2,3,6,7,8-hxcdd",2.28E-07,0.021597053,0.029298756,10
28,Non-Dioxin-like PCBs,PCB 138,1.75E-07,0.022887075,0.027888138,10
29,mPFD,PCB 118,0.264286897,0.085772087,0.079365683,54
29,mPFD,"1,2,3,4,6,7,8-hxcdf",0.118184534,0.081696005,0.059970077,57
29,mPFD,"2,3,4,7,8-pncdf",0.111409065,0.262474651,0.132506685,96
29,Non-Dioxin-like PCBs,PCB 74,0.08985767,0.039520733,0.052661805,15
29,Non-Dioxin-like PCBs,PCB 99,0.087907034,0.102371171,0.092976697,56
29,mPFD,"1,2,3,4,7,8-hxcdf",0.073627473,0.029768324,0.03640783,12
29,Non-Dioxin-like PCBs,PCB 194,0.070073125,0.039834125,0.045298732,24
29,Non-Ortho PCBs,PCB 169,0.048946389,0.075626265,0.076996433,44
29,Non-Dioxin-like PCBs,PCB 187,0.034826648,0.023013487,0.039626962,12
29,Non-Ortho PCBs,PCB 126,0.034266193,0.123166939,0.090888143,68
29,Non-Dioxin-like PCBs,PCB 153,0.033487233,0.017423753,0.030813948,7
29,mPFD,"1,2,3,6,7,8-hxcdf",0.014832581,0.023775785,0.02946219,8
29,Non-Dioxin-like PCBs,PCB 170,0.012617344,0.010449381,0.019559485,4
29,Non-Dioxin-like PCBs,PCB 138,0.004754545,0.022887075,0.027888138,10
29,mPFD,"1,2,3,6,7,8-hxcdd",9.23E-04,0.021597053,0.029298756,10
29,Non-Dioxin-like PCBs,PCB 180,3.10E-07,0.00353903,0.006393246,0
29,mPFD,"1,2,3,4,6,7,8-hpcdd",1.14E-07,0.025502809,0.031696889,12
29,mPFD,"1,2,3,4,6,7,8,9-ocdd",7.77E-08,0.011581327,0.017004002,4
30,mPFD,"2,3,4,7,8-pncdf",0.323532762,0.262474651,0.132506685,96
30,Non-Dioxin-like PCBs,PCB 99,0.20414968,0.102371171,0.092976697,56
30,Non-Ortho PCBs,PCB 126,0.147742591,0.123166939,0.090888143,68
30,mPFD,PCB 118,0.106436167,0.085772087,0.079365683,54
30,mPFD,"1,2,3,4,6,7,8-hpcdd",0.070423036,0.025502809,0.031696889,12
30,Non-Dioxin-like PCBs,PCB 153,0.046457092,0.017423753,0.030813948,7
30,mPFD,"1,2,3,4,7,8-hxcdf",0.021900212,0.029768324,0.03640783,12
30,Non-Dioxin-like PCBs,PCB 138,0.017168288,0.022887075,0.027888138,10
30,Non-Dioxin-like PCBs,PCB 194,0.016560544,0.039834125,0.045298732,24
30,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.01631826,0.011581327,0.017004002,4
30,mPFD,"1,2,3,4,6,7,8-hxcdf",0.014453759,0.081696005,0.059970077,57
30,mPFD,"1,2,3,6,7,8-hxcdd",0.007735067,0.021597053,0.029298756,10
30,Non-Ortho PCBs,PCB 169,0.004479597,0.075626265,0.076996433,44
30,Non-Dioxin-like PCBs,PCB 187,0.002597341,0.023013487,0.039626962,12
30,mPFD,"1,2,3,6,7,8-hxcdf",3.39E-05,0.023775785,0.02946219,8
30,Non-Dioxin-like PCBs,PCB 170,1.12E-05,0.010449381,0.019559485,4
30,Non-Dioxin-like PCBs,PCB 180,2.70E-07,0.00353903,0.006393246,0
30,Non-Dioxin-like PCBs,PCB 74,1.88E-07,0.039520733,0.052661805,15
31,mPFD,"2,3,4,7,8-pncdf",0.412115356,0.262474651,0.132506685,96
31,Non-Ortho PCBs,PCB 126,0.112755012,0.123166939,0.090888143,68
31,Non-Dioxin-like PCBs,PCB 194,0.082253743,0.039834125,0.045298732,24
31,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.080823565,0.011581327,0.017004002,4
31,mPFD,"1,2,3,4,6,7,8-hpcdd",0.078875286,0.025502809,0.031696889,12
31,mPFD,"1,2,3,4,6,7,8-hxcdf",0.058576695,0.081696005,0.059970077,57
31,Non-Dioxin-like PCBs,PCB 74,0.038792681,0.039520733,0.052661805,15
31,Non-Dioxin-like PCBs,PCB 99,0.035350959,0.102371171,0.092976697,56
31,Non-Ortho PCBs,PCB 169,0.023727578,0.075626265,0.076996433,44
31,Non-Dioxin-like PCBs,PCB 187,0.020387083,0.023013487,0.039626962,12
31,Non-Dioxin-like PCBs,PCB 138,0.019980883,0.022887075,0.027888138,10
31,mPFD,"1,2,3,4,7,8-hxcdf",0.009223222,0.029768324,0.03640783,12
31,Non-Dioxin-like PCBs,PCB 153,0.007712883,0.017423753,0.030813948,7
31,mPFD,"1,2,3,6,7,8-hxcdd",0.006207481,0.021597053,0.029298756,10
31,Non-Dioxin-like PCBs,PCB 180,0.00501944,0.00353903,0.006393246,0
31,Non-Dioxin-like PCBs,PCB 170,0.004166423,0.010449381,0.019559485,4
31,mPFD,"1,2,3,6,7,8-hxcdf",0.004030312,0.023775785,0.02946219,8
31,mPFD,PCB 118,1.40E-06,0.085772087,0.079365683,54
32,mPFD,PCB 118,0.269565201,0.085772087,0.079365683,54
32,mPFD,"2,3,4,7,8-pncdf",0.200567637,0.262474651,0.132506685,96
32,mPFD,"1,2,3,6,7,8-hxcdd",0.127516514,0.021597053,0.029298756,10
32,Non-Ortho PCBs,PCB 126,0.077396752,0.123166939,0.090888143,68
32,mPFD,"1,2,3,4,6,7,8-hxcdf",0.068838446,0.081696005,0.059970077,57
32,mPFD,"1,2,3,4,7,8-hxcdf",0.062155965,0.029768324,0.03640783,12
32,Non-Ortho PCBs,PCB 169,0.056427569,0.075626265,0.076996433,44
32,Non-Dioxin-like PCBs,PCB 99,0.047497363,0.102371171,0.092976697,56
32,Non-Dioxin-like PCBs,PCB 74,0.027672735,0.039520733,0.052661805,15
32,Non-Dioxin-like PCBs,PCB 138,0.023101281,0.022887075,0.027888138,10
32,mPFD,"1,2,3,6,7,8-hxcdf",0.014220384,0.023775785,0.02946219,8
32,Non-Dioxin-like PCBs,PCB 153,0.009204508,0.017423753,0.030813948,7
32,Non-Dioxin-like PCBs,PCB 180,0.00596952,0.00353903,0.006393246,0
32,mPFD,"1,2,3,4,6,7,8-hpcdd",0.004760436,0.025502809,0.031696889,12
32,Non-Dioxin-like PCBs,PCB 187,0.003180516,0.023013487,0.039626962,12
32,Non-Dioxin-like PCBs,PCB 170,0.001270938,0.010449381,0.019559485,4
32,Non-Dioxin-like PCBs,PCB 194,5.11E-04,0.039834125,0.045298732,24
32,mPFD,"1,2,3,4,6,7,8,9-ocdd",1.43E-04,0.011581327,0.017004002,4
33,Non-Ortho PCBs,PCB 126,0.349166067,0.123166939,0.090888143,68
33,mPFD,"2,3,4,7,8-pncdf",0.176720121,0.262474651,0.132506685,96
33,Non-Ortho PCBs,PCB 169,0.169253817,0.075626265,0.076996433,44
33,Non-Dioxin-like PCBs,PCB 187,0.060642841,0.023013487,0.039626962,12
33,Non-Dioxin-like PCBs,PCB 170,0.052992212,0.010449381,0.019559485,4
33,mPFD,"1,2,3,4,6,7,8-hxcdf",0.04771635,0.081696005,0.059970077,57
33,Non-Dioxin-like PCBs,PCB 99,0.037356913,0.102371171,0.092976697,56
33,Non-Dioxin-like PCBs,PCB 194,0.028436921,0.039834125,0.045298732,24
33,Non-Dioxin-like PCBs,PCB 138,0.028280782,0.022887075,0.027888138,10
33,Non-Dioxin-like PCBs,PCB 153,0.012278043,0.017423753,0.030813948,7
33,mPFD,"1,2,3,4,7,8-hxcdf",0.009627393,0.029768324,0.03640783,12
33,mPFD,"1,2,3,4,6,7,8-hpcdd",0.009282826,0.025502809,0.031696889,12
33,mPFD,"1,2,3,6,7,8-hxcdd",0.005958829,0.021597053,0.029298756,10
33,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.005147789,0.011581327,0.017004002,4
33,mPFD,"1,2,3,6,7,8-hxcdf",0.004270003,0.023775785,0.02946219,8
33,Non-Dioxin-like PCBs,PCB 74,0.002067796,0.039520733,0.052661805,15
33,Non-Dioxin-like PCBs,PCB 180,8.01E-04,0.00353903,0.006393246,0
33,mPFD,PCB 118,4.30E-07,0.085772087,0.079365683,54
34,mPFD,"2,3,4,7,8-pncdf",0.491200161,0.262474651,0.132506685,96
34,Non-Ortho PCBs,PCB 126,0.193847313,0.123166939,0.090888143,68
34,Non-Dioxin-like PCBs,PCB 194,0.08229539,0.039834125,0.045298732,24
34,Non-Ortho PCBs,PCB 169,0.046296226,0.075626265,0.076996433,44
34,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.02931015,0.011581327,0.017004002,4
34,Non-Dioxin-like PCBs,PCB 99,0.025229696,0.102371171,0.092976697,56
34,Non-Dioxin-like PCBs,PCB 138,0.024345126,0.022887075,0.027888138,10
34,mPFD,"1,2,3,4,6,7,8-hxcdf",0.021636858,0.081696005,0.059970077,57
34,mPFD,"1,2,3,6,7,8-hxcdf",0.017489153,0.023775785,0.02946219,8
34,mPFD,"1,2,3,4,7,8-hxcdf",0.01316696,0.029768324,0.03640783,12
34,mPFD,"1,2,3,4,6,7,8-hpcdd",0.013035895,0.025502809,0.031696889,12
34,Non-Dioxin-like PCBs,PCB 187,0.011768725,0.023013487,0.039626962,12
34,Non-Dioxin-like PCBs,PCB 74,0.010893717,0.039520733,0.052661805,15
34,mPFD,"1,2,3,6,7,8-hxcdd",0.010193975,0.021597053,0.029298756,10
34,Non-Dioxin-like PCBs,PCB 180,0.005067163,0.00353903,0.006393246,0
34,Non-Dioxin-like PCBs,PCB 170,0.003569781,0.010449381,0.019559485,4
34,mPFD,PCB 118,6.53E-04,0.085772087,0.079365683,54
34,Non-Dioxin-like PCBs,PCB 153,5.23E-07,0.017423753,0.030813948,7
35,Non-Ortho PCBs,PCB 126,0.247298131,0.123166939,0.090888143,68
35,mPFD,"2,3,4,7,8-pncdf",0.175109197,0.262474651,0.132506685,96
35,mPFD,"1,2,3,4,6,7,8-hxcdf",0.167048437,0.081696005,0.059970077,57
35,Non-Dioxin-like PCBs,PCB 194,0.108678297,0.039834125,0.045298732,24
35,mPFD,PCB 118,0.083872306,0.085772087,0.079365683,54
35,Non-Ortho PCBs,PCB 169,0.045384166,0.075626265,0.076996433,44
35,Non-Dioxin-like PCBs,PCB 153,0.044347914,0.017423753,0.030813948,7
35,Non-Dioxin-like PCBs,PCB 138,0.042049109,0.022887075,0.027888138,10
35,mPFD,"1,2,3,6,7,8-hxcdf",0.026091103,0.023775785,0.02946219,8
35,Non-Dioxin-like PCBs,PCB 74,0.019058605,0.039520733,0.052661805,15
35,Non-Dioxin-like PCBs,PCB 99,0.013848436,0.102371171,0.092976697,56
35,Non-Dioxin-like PCBs,PCB 170,0.013454059,0.010449381,0.019559485,4
35,mPFD,"1,2,3,6,7,8-hxcdd",0.005480376,0.021597053,0.029298756,10
35,Non-Dioxin-like PCBs,PCB 187,0.004284241,0.023013487,0.039626962,12
35,Non-Dioxin-like PCBs,PCB 180,0.001570335,0.00353903,0.006393246,0
35,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.001133471,0.011581327,0.017004002,4
35,mPFD,"1,2,3,4,7,8-hxcdf",6.56E-04,0.029768324,0.03640783,12
35,mPFD,"1,2,3,4,6,7,8-hpcdd",6.35E-04,0.025502809,0.031696889,12
36,Non-Ortho PCBs,PCB 126,0.303478781,0.123166939,0.090888143,68
36,mPFD,"2,3,4,7,8-pncdf",0.211643432,0.262474651,0.132506685,96
36,Non-Dioxin-like PCBs,PCB 170,0.122961855,0.010449381,0.019559485,4
36,mPFD,PCB 118,0.066729923,0.085772087,0.079365683,54
36,mPFD,"1,2,3,4,6,7,8-hxcdf",0.049009762,0.081696005,0.059970077,57
