seed,Group,chem,mean_weight,total_mean,sd_total_mean,above_threshold
36,mPFD,"1,2,3,4,7,8-hxcdf",0.045954924,0.029768324,0.03640783,12
36,mPFD,"1,2,3,6,7,8-hxcdf",0.041990035,0.023775785,0.02946219,8
36,Non-Dioxin-like PCBs,PCB 153,0.031558363,0.017423753,0.030813948,7
36,Non-Ortho PCBs,PCB 169,0.029579157,0.075626265,0.076996433,44
36,Non-Dioxin-like PCBs,PCB 194,0.027160651,0.039834125,0.045298732,24
36,Non-Dioxin-like PCBs,PCB 187,0.025153922,0.023013487,0.039626962,12
36,Non-Dioxin-like PCBs,PCB 99,0.015048827,0.102371171,0.092976697,56
36,mPFD,"1,2,3,4,6,7,8-hpcdd",0.014490399,0.025502809,0.031696889,12
36,Non-Dioxin-like PCBs,PCB 74,0.007773898,0.039520733,0.052661805,15
36,Non-Dioxin-like PCBs,PCB 138,0.002614681,0.022887075,0.027888138,10
36,mPFD,"1,2,3,6,7,8-hxcdd",0.002025828,0.021597053,0.029298756,10
36,Non-Dioxin-like PCBs,PCB 180,0.001852369,0.00353903,0.006393246,0
36,mPFD,"1,2,3,4,6,7,8,9-ocdd",9.73E-04,0.011581327,0.017004002,4
37,mPFD,"2,3,4,7,8-pncdf",0.475830637,0.262474651,0.132506685,96
37,Non-Ortho PCBs,PCB 169,0.184453724,0.075626265,0.076996433,44
37,Non-Dioxin-like PCBs,PCB 74,0.056042491,0.039520733,0.052661805,15
37,mPFD,"1,2,3,4,7,8-hxcdf",0.050991408,0.029768324,0.03640783,12
37,mPFD,"1,2,3,6,7,8-hxcdf",0.048548486,0.023775785,0.02946219,8
37,Non-Dioxin-like PCBs,PCB 99,0.047977818,0.102371171,0.092976697,56
37,mPFD,"1,2,3,4,6,7,8-hxcdf",0.030166214,0.081696005,0.059970077,57
37,Non-Dioxin-like PCBs,PCB 194,0.029567446,0.039834125,0.045298732,24
37,Non-Ortho PCBs,PCB 126,0.025203239,0.123166939,0.090888143,68
37,Non-Dioxin-like PCBs,PCB 138,0.0139915,0.022887075,0.027888138,10
37,Non-Dioxin-like PCBs,PCB 187,0.010915433,0.023013487,0.039626962,12
37,Non-Dioxin-like PCBs,PCB 153,0.007680249,0.017423753,0.030813948,7
37,Non-Dioxin-like PCBs,PCB 170,0.006940701,0.010449381,0.019559485,4
37,Non-Dioxin-like PCBs,PCB 180,0.00627209,0.00353903,0.006393246,0
37,mPFD,PCB 118,0.004985218,0.085772087,0.079365683,54
37,mPFD,"1,2,3,4,6,7,8,9-ocdd",4.33E-04,0.011581327,0.017004002,4
37,mPFD,"1,2,3,6,7,8-hxcdd",2.04E-07,0.021597053,0.029298756,10
37,mPFD,"1,2,3,4,6,7,8-hpcdd",1.86E-07,0.025502809,0.031696889,12
38,mPFD,"2,3,4,7,8-pncdf",0.234436458,0.262474651,0.132506685,96
38,Non-Ortho PCBs,PCB 126,0.168501194,0.123166939,0.090888143,68
38,mPFD,"1,2,3,4,6,7,8-hxcdf",0.142145395,0.081696005,0.059970077,57
38,Non-Ortho PCBs,PCB 169,0.140329124,0.075626265,0.076996433,44
38,mPFD,PCB 118,0.082288673,0.085772087,0.079365683,54
38,Non-Dioxin-like PCBs,PCB 99,0.054633021,0.102371171,0.092976697,56
38,mPFD,"1,2,3,6,7,8-hxcdf",0.046922269,0.023775785,0.02946219,8
38,Non-Dioxin-like PCBs,PCB 194,0.033725016,0.039834125,0.045298732,24
38,Non-Dioxin-like PCBs,PCB 170,0.029138561,0.010449381,0.019559485,4
38,Non-Dioxin-like PCBs,PCB 187,0.021534967,0.023013487,0.039626962,12
38,mPFD,"1,2,3,4,7,8-hxcdf",0.020612086,0.029768324,0.03640783,12
38,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.006810332,0.011581327,0.017004002,4
38,mPFD,"1,2,3,6,7,8-hxcdd",0.005591146,0.021597053,0.029298756,10
38,mPFD,"1,2,3,4,6,7,8-hpcdd",0.005085321,0.025502809,0.031696889,12
38,Non-Dioxin-like PCBs,PCB 74,0.004019635,0.039520733,0.052661805,15
38,Non-Dioxin-like PCBs,PCB 138,0.002358571,0.022887075,0.027888138,10
38,Non-Dioxin-like PCBs,PCB 153,0.00140635,0.017423753,0.030813948,7
38,Non-Dioxin-like PCBs,PCB 180,4.62E-04,0.00353903,0.006393246,0
39,mPFD,"2,3,4,7,8-pncdf",0.208357801,0.262474651,0.132506685,96
39,Non-Dioxin-like PCBs,PCB 187,0.198240969,0.023013487,0.039626962,12
39,mPFD,"1,2,3,4,6,7,8-hxcdf",0.138892388,0.081696005,0.059970077,57
39,Non-Ortho PCBs,PCB 126,0.113246693,0.123166939,0.090888143,68
39,mPFD,PCB 118,0.103789424,0.085772087,0.079365683,54
39,Non-Dioxin-like PCBs,PCB 99,0.085555441,0.102371171,0.092976697,56
39,Non-Dioxin-like PCBs,PCB 74,0.042835154,0.039520733,0.052661805,15
39,mPFD,"1,2,3,4,7,8-hxcdf",0.026064679,0.029768324,0.03640783,12
39,Non-Dioxin-like PCBs,PCB 153,0.021132795,0.017423753,0.030813948,7
39,Non-Dioxin-like PCBs,PCB 194,0.020660673,0.039834125,0.045298732,24
39,Non-Dioxin-like PCBs,PCB 138,0.014934756,0.022887075,0.027888138,10
39,Non-Ortho PCBs,PCB 169,0.011267615,0.075626265,0.076996433,44
39,Non-Dioxin-like PCBs,PCB 180,0.00741901,0.00353903,0.006393246,0
39,Non-Dioxin-like PCBs,PCB 170,0.004222263,0.010449381,0.019559485,4
39,mPFD,"1,2,3,6,7,8-hxcdf",0.0030314,0.023775785,0.02946219,8
39,mPFD,"1,2,3,4,6,7,8,9-ocdd",3.49E-04,0.011581327,0.017004002,4
39,mPFD,"1,2,3,6,7,8-hxcdd",1.20E-07,0.021597053,0.029298756,10
39,mPFD,"1,2,3,4,6,7,8-hpcdd",8.63E-08,0.025502809,0.031696889,12
40,Non-Dioxin-like PCBs,PCB 74,0.286146016,0.039520733,0.052661805,15
40,mPFD,"2,3,4,7,8-pncdf",0.267949607,0.262474651,0.132506685,96
40,mPFD,"1,2,3,6,7,8-hxcdf",0.077433506,0.023775785,0.02946219,8
40,mPFD,"1,2,3,4,6,7,8-hxcdf",0.076107731,0.081696005,0.059970077,57
40,Non-Ortho PCBs,PCB 126,0.056646554,0.123166939,0.090888143,68
40,mPFD,"1,2,3,6,7,8-hxcdd",0.05660735,0.021597053,0.029298756,10
40,Non-Dioxin-like PCBs,PCB 99,0.05146094,0.102371171,0.092976697,56
40,Non-Dioxin-like PCBs,PCB 194,0.051452267,0.039834125,0.045298732,24
40,Non-Ortho PCBs,PCB 169,0.019689477,0.075626265,0.076996433,44
40,Non-Dioxin-like PCBs,PCB 138,0.017471651,0.022887075,0.027888138,10
40,Non-Dioxin-like PCBs,PCB 180,0.014346676,0.00353903,0.006393246,0
40,mPFD,PCB 118,0.009722098,0.085772087,0.079365683,54
40,Non-Dioxin-like PCBs,PCB 187,0.008099813,0.023013487,0.039626962,12
40,mPFD,"1,2,3,4,7,8-hxcdf",0.004992859,0.029768324,0.03640783,12
40,Non-Dioxin-like PCBs,PCB 170,9.77E-04,0.010449381,0.019559485,4
40,mPFD,"1,2,3,4,6,7,8,9-ocdd",5.53E-04,0.011581327,0.017004002,4
40,mPFD,"1,2,3,4,6,7,8-hpcdd",3.43E-04,0.025502809,0.031696889,12
40,Non-Dioxin-like PCBs,PCB 153,3.11E-07,0.017423753,0.030813948,7
41,mPFD,"2,3,4,7,8-pncdf",0.249967371,0.262474651,0.132506685,96
41,Non-Ortho PCBs,PCB 126,0.141492726,0.123166939,0.090888143,68
41,mPFD,"1,2,3,4,6,7,8-hxcdf",0.12096813,0.081696005,0.059970077,57
41,Non-Dioxin-like PCBs,PCB 74,0.110919659,0.039520733,0.052661805,15
41,mPFD,"1,2,3,4,7,8-hxcdf",0.079413505,0.029768324,0.03640783,12
41,mPFD,"1,2,3,4,6,7,8-hpcdd",0.072085433,0.025502809,0.031696889,12
41,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.060723363,0.011581327,0.017004002,4
41,Non-Dioxin-like PCBs,PCB 99,0.059560319,0.102371171,0.092976697,56
41,Non-Ortho PCBs,PCB 169,0.048480791,0.075626265,0.076996433,44
41,mPFD,PCB 118,0.015637874,0.085772087,0.079365683,54
41,Non-Dioxin-like PCBs,PCB 170,0.014247672,0.010449381,0.019559485,4
41,Non-Dioxin-like PCBs,PCB 194,0.00911156,0.039834125,0.045298732,24
41,Non-Dioxin-like PCBs,PCB 187,0.00499101,0.023013487,0.039626962,12
41,Non-Dioxin-like PCBs,PCB 138,0.002906746,0.022887075,0.027888138,10
41,Non-Dioxin-like PCBs,PCB 180,0.002791781,0.00353903,0.006393246,0
41,Non-Dioxin-like PCBs,PCB 153,0.002781254,0.017423753,0.030813948,7
41,mPFD,"1,2,3,6,7,8-hxcdd",0.001991665,0.021597053,0.029298756,10
41,mPFD,"1,2,3,6,7,8-hxcdf",0.001929142,0.023775785,0.02946219,8
42,mPFD,"2,3,4,7,8-pncdf",0.526109103,0.262474651,0.132506685,96
42,Non-Dioxin-like PCBs,PCB 194,0.09796174,0.039834125,0.045298732,24
42,Non-Ortho PCBs,PCB 169,0.076561205,0.075626265,0.076996433,44
42,Non-Dioxin-like PCBs,PCB 99,0.048736049,0.102371171,0.092976697,56
42,Non-Dioxin-like PCBs,PCB 187,0.043037547,0.023013487,0.039626962,12
42,mPFD,"1,2,3,6,7,8-hxcdf",0.037921707,0.023775785,0.02946219,8
42,mPFD,PCB 118,0.037725951,0.085772087,0.079365683,54
42,Non-Ortho PCBs,PCB 126,0.034112891,0.123166939,0.090888143,68
42,Non-Dioxin-like PCBs,PCB 74,0.028538635,0.039520733,0.052661805,15
42,Non-Dioxin-like PCBs,PCB 170,0.017847843,0.010449381,0.019559485,4
42,mPFD,"1,2,3,4,6,7,8-hxcdf",0.017782579,0.081696005,0.059970077,57
42,mPFD,"1,2,3,4,6,7,8-hpcdd",0.014670271,0.025502809,0.031696889,12
42,mPFD,"1,2,3,4,7,8-hxcdf",0.008590578,0.029768324,0.03640783,12
42,mPFD,"1,2,3,6,7,8-hxcdd",0.008234181,0.021597053,0.029298756,10
42,Non-Dioxin-like PCBs,PCB 180,0.002168655,0.00353903,0.006393246,0
42,Non-Dioxin-like PCBs,PCB 153,5.14E-07,0.017423753,0.030813948,7
42,Non-Dioxin-like PCBs,PCB 138,3.39E-07,0.022887075,0.027888138,10
42,mPFD,"1,2,3,4,6,7,8,9-ocdd",2.13E-07,0.011581327,0.017004002,4
43,mPFD,"2,3,4,7,8-pncdf",0.401602616,0.262474651,0.132506685,96
43,Non-Dioxin-like PCBs,PCB 99,0.230134749,0.102371171,0.092976697,56
43,mPFD,PCB 118,0.083423875,0.085772087,0.079365683,54
43,Non-Ortho PCBs,PCB 169,0.057937416,0.075626265,0.076996433,44
43,Non-Ortho PCBs,PCB 126,0.056248316,0.123166939,0.090888143,68
43,Non-Dioxin-like PCBs,PCB 74,0.054187133,0.039520733,0.052661805,15
43,Non-Dioxin-like PCBs,PCB 138,0.043994327,0.022887075,0.027888138,10
43,mPFD,"1,2,3,4,6,7,8-hxcdf",0.023606791,0.081696005,0.059970077,57
43,Non-Dioxin-like PCBs,PCB 153,0.009368213,0.017423753,0.030813948,7
43,Non-Dioxin-like PCBs,PCB 180,0.008505767,0.00353903,0.006393246,0
43,Non-Dioxin-like PCBs,PCB 194,0.007495466,0.039834125,0.045298732,24
43,Non-Dioxin-like PCBs,PCB 187,0.007180838,0.023013487,0.039626962,12
43,Non-Dioxin-like PCBs,PCB 170,0.006528398,0.010449381,0.019559485,4
43,mPFD,"1,2,3,4,7,8-hxcdf",0.002998613,0.029768324,0.03640783,12
43,mPFD,"1,2,3,6,7,8-hxcdd",0.002275672,0.021597053,0.029298756,10
43,mPFD,"1,2,3,4,6,7,8-hpcdd",0.001796632,0.025502809,0.031696889,12
43,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.001699852,0.011581327,0.017004002,4
43,mPFD,"1,2,3,6,7,8-hxcdf",0.001015326,0.023775785,0.02946219,8
44,Non-Ortho PCBs,PCB 169,0.196406418,0.075626265,0.076996433,44
44,mPFD,"2,3,4,7,8-pncdf",0.17459769,0.262474651,0.132506685,96
44,Non-Ortho PCBs,PCB 126,0.162380473,0.123166939,0.090888143,68
44,mPFD,"1,2,3,4,6,7,8-hxcdf",0.135007532,0.081696005,0.059970077,57
44,mPFD,"1,2,3,4,7,8-hxcdf",0.051186283,0.029768324,0.03640783,12
44,Non-Dioxin-like PCBs,PCB 153,0.050403639,0.017423753,0.030813948,7
44,mPFD,"1,2,3,4,6,7,8-hpcdd",0.048940905,0.025502809,0.031696889,12
44,Non-Dioxin-like PCBs,PCB 74,0.034931161,0.039520733,0.052661805,15
44,mPFD,PCB 118,0.031572251,0.085772087,0.079365683,54
44,Non-Dioxin-like PCBs,PCB 194,0.029794062,0.039834125,0.045298732,24
44,Non-Dioxin-like PCBs,PCB 138,0.027916535,0.022887075,0.027888138,10
44,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.027563705,0.011581327,0.017004002,4
44,mPFD,"1,2,3,6,7,8-hxcdf",0.015287907,0.023775785,0.02946219,8
44,Non-Dioxin-like PCBs,PCB 180,0.010225357,0.00353903,0.006393246,0
44,mPFD,"1,2,3,6,7,8-hxcdd",0.002594832,0.021597053,0.029298756,10
44,Non-Dioxin-like PCBs,PCB 99,0.001190956,0.102371171,0.092976697,56
44,Non-Dioxin-like PCBs,PCB 170,1.60E-07,0.010449381,0.019559485,4
44,Non-Dioxin-like PCBs,PCB 187,1.35E-07,0.023013487,0.039626962,12
45,Non-Ortho PCBs,PCB 126,0.204477229,0.123166939,0.090888143,68
45,mPFD,PCB 118,0.19453867,0.085772087,0.079365683,54
45,mPFD,"1,2,3,4,6,7,8-hxcdf",0.158452053,0.081696005,0.059970077,57
45,mPFD,"2,3,4,7,8-pncdf",0.101959221,0.262474651,0.132506685,96
45,Non-Dioxin-like PCBs,PCB 99,0.074144554,0.102371171,0.092976697,56
45,mPFD,"1,2,3,4,6,7,8-hpcdd",0.058948845,0.025502809,0.031696889,12
45,mPFD,"1,2,3,6,7,8-hxcdd",0.04504176,0.021597053,0.029298756,10
45,mPFD,"1,2,3,4,7,8-hxcdf",0.036358089,0.029768324,0.03640783,12
45,Non-Ortho PCBs,PCB 169,0.032195736,0.075626265,0.076996433,44
45,Non-Dioxin-like PCBs,PCB 74,0.030686949,0.039520733,0.052661805,15
45,mPFD,"1,2,3,6,7,8-hxcdf",0.021820311,0.023775785,0.02946219,8
45,Non-Dioxin-like PCBs,PCB 194,0.018622759,0.039834125,0.045298732,24
45,Non-Dioxin-like PCBs,PCB 138,0.017960714,0.022887075,0.027888138,10
45,Non-Dioxin-like PCBs,PCB 153,0.003718716,0.017423753,0.030813948,7
45,Non-Dioxin-like PCBs,PCB 180,5.39E-04,0.00353903,0.006393246,0
45,Non-Dioxin-like PCBs,PCB 187,5.35E-04,0.023013487,0.039626962,12
45,Non-Dioxin-like PCBs,PCB 170,1.30E-07,0.010449381,0.019559485,4
45,mPFD,"1,2,3,4,6,7,8,9-ocdd",6.20E-08,0.011581327,0.017004002,4
46,Non-Ortho PCBs,PCB 126,0.161558813,0.123166939,0.090888143,68
46,mPFD,"1,2,3,6,7,8-hxcdf",0.149737385,0.023775785,0.02946219,8
46,mPFD,"2,3,4,7,8-pncdf",0.129109935,0.262474651,0.132506685,96
46,mPFD,"1,2,3,4,7,8-hxcdf",0.124607581,0.029768324,0.03640783,12
46,Non-Ortho PCBs,PCB 169,0.110378567,0.075626265,0.076996433,44
46,Non-Dioxin-like PCBs,PCB 99,0.070354592,0.102371171,0.092976697,56
46,mPFD,PCB 118,0.066651833,0.085772087,0.079365683,54
46,mPFD,"1,2,3,4,6,7,8-hxcdf",0.05405038,0.081696005,0.059970077,57
46,Non-Dioxin-like PCBs,PCB 74,0.040740249,0.039520733,0.052661805,15
46,Non-Dioxin-like PCBs,PCB 170,0.02681533,0.010449381,0.019559485,4
46,mPFD,"1,2,3,4,6,7,8-hpcdd",0.018855681,0.025502809,0.031696889,12
46,mPFD,"1,2,3,6,7,8-hxcdd",0.017921015,0.021597053,0.029298756,10
46,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.01732911,0.011581327,0.017004002,4
46,Non-Dioxin-like PCBs,PCB 194,0.005442892,0.039834125,0.045298732,24
46,Non-Dioxin-like PCBs,PCB 138,0.003950508,0.022887075,0.027888138,10
46,Non-Dioxin-like PCBs,PCB 153,0.001801657,0.017423753,0.030813948,7
46,Non-Dioxin-like PCBs,PCB 187,6.94E-04,0.023013487,0.039626962,12
46,Non-Dioxin-like PCBs,PCB 180,8.41E-07,0.00353903,0.006393246,0
47,mPFD,"2,3,4,7,8-pncdf",0.518990333,0.262474651,0.132506685,96
47,mPFD,"1,2,3,4,6,7,8-hpcdd",0.142802162,0.025502809,0.031696889,12
47,Non-Dioxin-like PCBs,PCB 99,0.120596724,0.102371171,0.092976697,56
47,mPFD,"1,2,3,6,7,8-hxcdd",0.047659731,0.021597053,0.029298756,10
47,mPFD,"1,2,3,4,6,7,8-hxcdf",0.033739922,0.081696005,0.059970077,57
47,Non-Dioxin-like PCBs,PCB 74,0.01994713,0.039520733,0.052661805,15
47,mPFD,PCB 118,0.018554849,0.085772087,0.079365683,54
47,Non-Dioxin-like PCBs,PCB 138,0.017463872,0.022887075,0.027888138,10
47,Non-Ortho PCBs,PCB 169,0.015926553,0.075626265,0.076996433,44
47,mPFD,"1,2,3,6,7,8-hxcdf",0.01439534,0.023775785,0.02946219,8
47,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.012824042,0.011581327,0.017004002,4
47,Non-Ortho PCBs,PCB 126,0.010629493,0.123166939,0.090888143,68
47,Non-Dioxin-like PCBs,PCB 170,0.008491594,0.010449381,0.019559485,4
47,Non-Dioxin-like PCBs,PCB 153,0.005867599,0.017423753,0.030813948,7
47,Non-Dioxin-like PCBs,PCB 194,0.005511242,0.039834125,0.045298732,24
47,Non-Dioxin-like PCBs,PCB 187,0.002638111,0.023013487,0.039626962,12
47,mPFD,"1,2,3,4,7,8-hxcdf",0.002273037,0.029768324,0.03640783,12
47,Non-Dioxin-like PCBs,PCB 180,0.001688267,0.00353903,0.006393246,0
48,Non-Ortho PCBs,PCB 169,0.280301648,0.075626265,0.076996433,44
48,mPFD,"2,3,4,7,8-pncdf",0.201756218,0.262474651,0.132506685,96
48,mPFD,"1,2,3,4,6,7,8-hxcdf",0.137469717,0.081696005,0.059970077,57
48,Non-Ortho PCBs,PCB 126,0.081462826,0.123166939,0.090888143,68
48,mPFD,PCB 118,0.078183556,0.085772087,0.079365683,54
48,mPFD,"1,2,3,6,7,8-hxcdd",0.058985743,0.021597053,0.029298756,10
48,mPFD,"1,2,3,4,6,7,8-hpcdd",0.037746404,0.025502809,0.031696889,12
48,mPFD,"1,2,3,6,7,8-hxcdf",0.026516701,0.023775785,0.02946219,8
48,Non-Dioxin-like PCBs,PCB 99,0.02479948,0.102371171,0.092976697,56
48,Non-Dioxin-like PCBs,PCB 194,0.021972102,0.039834125,0.045298732,24
48,Non-Dioxin-like PCBs,PCB 187,0.012110075,0.023013487,0.039626962,12
48,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.009065437,0.011581327,0.017004002,4
48,mPFD,"1,2,3,4,7,8-hxcdf",0.008760981,0.029768324,0.03640783,12
48,Non-Dioxin-like PCBs,PCB 180,0.007629087,0.00353903,0.006393246,0
48,Non-Dioxin-like PCBs,PCB 74,0.006908003,0.039520733,0.052661805,15
48,Non-Dioxin-like PCBs,PCB 138,0.004655827,0.022887075,0.027888138,10
48,Non-Dioxin-like PCBs,PCB 170,0.001675854,0.010449381,0.019559485,4
48,Non-Dioxin-like PCBs,PCB 153,3.42E-07,0.017423753,0.030813948,7
49,mPFD,"2,3,4,7,8-pncdf",0.463614372,0.262474651,0.132506685,96
49,Non-Ortho PCBs,PCB 126,0.140468602,0.123166939,0.090888143,68
49,mPFD,"1,2,3,4,6,7,8-hxcdf",0.090745061,0.081696005,0.059970077,57
49,Non-Ortho PCBs,PCB 169,0.086224168,0.075626265,0.076996433,44
49,mPFD,"1,2,3,6,7,8-hxcdd",0.058504394,0.021597053,0.029298756,10
49,mPFD,"1,2,3,4,7,8-hxcdf",0.040254851,0.029768324,0.03640783,12
49,Non-Dioxin-like PCBs,PCB 99,0.033102702,0.102371171,0.092976697,56
49,mPFD,PCB 118,0.031273768,0.085772087,0.079365683,54
49,mPFD,"1,2,3,4,6,7,8-hpcdd",0.024507961,0.025502809,0.031696889,12
49,Non-Dioxin-like PCBs,PCB 74,0.010979154,0.039520733,0.052661805,15
49,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.009931484,0.011581327,0.017004002,4
49,mPFD,"1,2,3,6,7,8-hxcdf",0.003485362,0.023775785,0.02946219,8
49,Non-Dioxin-like PCBs,PCB 138,0.00331809,0.022887075,0.027888138,10
49,Non-Dioxin-like PCBs,PCB 170,0.003260004,0.010449381,0.019559485,4
49,Non-Dioxin-like PCBs,PCB 187,3.30E-04,0.023013487,0.039626962,12
49,Non-Dioxin-like PCBs,PCB 194,1.43E-07,0.039834125,0.045298732,24
49,Non-Dioxin-like PCBs,PCB 153,1.33E-07,0.017423753,0.030813948,7
49,Non-Dioxin-like PCBs,PCB 180,8.06E-08,0.00353903,0.006393246,0
50,mPFD,"2,3,4,7,8-pncdf",0.259640804,0.262474651,0.132506685,96
50,Non-Dioxin-like PCBs,PCB 99,0.152441313,0.102371171,0.092976697,56
50,Non-Dioxin-like PCBs,PCB 187,0.134524786,0.023013487,0.039626962,12
50,Non-Ortho PCBs,PCB 126,0.122246902,0.123166939,0.090888143,68
50,Non-Ortho PCBs,PCB 169,0.09073526,0.075626265,0.076996433,44
50,Non-Dioxin-like PCBs,PCB 138,0.052417844,0.022887075,0.027888138,10
50,mPFD,"1,2,3,4,6,7,8-hxcdf",0.04466754,0.081696005,0.059970077,57
50,Non-Dioxin-like PCBs,PCB 194,0.04377319,0.039834125,0.045298732,24
50,mPFD,PCB 118,0.042766681,0.085772087,0.079365683,54
50,mPFD,"1,2,3,6,7,8-hxcdf",0.014747983,0.023775785,0.02946219,8
50,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.012932994,0.011581327,0.017004002,4
50,Non-Dioxin-like PCBs,PCB 74,0.010587698,0.039520733,0.052661805,15
50,mPFD,"1,2,3,6,7,8-hxcdd",0.007122992,0.021597053,0.029298756,10
50,Non-Dioxin-like PCBs,PCB 153,0.005976388,0.017423753,0.030813948,7
50,mPFD,"1,2,3,4,6,7,8-hpcdd",0.003802597,0.025502809,0.031696889,12
50,Non-Dioxin-like PCBs,PCB 170,0.001614652,0.010449381,0.019559485,4
50,Non-Dioxin-like PCBs,PCB 180,2.92E-07,0.00353903,0.006393246,0
50,mPFD,"1,2,3,4,7,8-hxcdf",8.38E-08,0.029768324,0.03640783,12
51,mPFD,"2,3,4,7,8-pncdf",0.442204124,0.262474651,0.132506685,96
51,mPFD,"1,2,3,4,6,7,8-hpcdd",0.127094915,0.025502809,0.031696889,12
51,mPFD,"1,2,3,4,7,8-hxcdf",0.078737632,0.029768324,0.03640783,12
51,mPFD,PCB 118,0.067828364,0.085772087,0.079365683,54
51,Non-Dioxin-like PCBs,PCB 99,0.047983742,0.102371171,0.092976697,56
51,mPFD,"1,2,3,4,6,7,8-hxcdf",0.041496454,0.081696005,0.059970077,57
51,Non-Ortho PCBs,PCB 126,0.041370491,0.123166939,0.090888143,68
51,mPFD,"1,2,3,6,7,8-hxcdd",0.03445413,0.021597053,0.029298756,10
51,Non-Dioxin-like PCBs,PCB 74,0.032102066,0.039520733,0.052661805,15
51,Non-Ortho PCBs,PCB 169,0.026407351,0.075626265,0.076996433,44
51,Non-Dioxin-like PCBs,PCB 194,0.020351536,0.039834125,0.045298732,24
51,mPFD,"1,2,3,6,7,8-hxcdf",0.013086815,0.023775785,0.02946219,8
51,Non-Dioxin-like PCBs,PCB 138,0.007982588,0.022887075,0.027888138,10
51,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.006022444,0.011581327,0.017004002,4
51,Non-Dioxin-like PCBs,PCB 153,0.005935962,0.017423753,0.030813948,7
51,Non-Dioxin-like PCBs,PCB 170,0.004971185,0.010449381,0.019559485,4
51,Non-Dioxin-like PCBs,PCB 180,0.001727315,0.00353903,0.006393246,0
51,Non-Dioxin-like PCBs,PCB 187,2.43E-04,0.023013487,0.039626962,12
52,mPFD,"2,3,4,7,8-pncdf",0.289084249,0.262474651,0.132506685,96
52,Non-Ortho PCBs,PCB 126,0.244256787,0.123166939,0.090888143,68
52,mPFD,PCB 118,0.209376581,0.085772087,0.079365683,54
52,Non-Ortho PCBs,PCB 169,0.107065552,0.075626265,0.076996433,44
52,Non-Dioxin-like PCBs,PCB 99,0.052407179,0.102371171,0.092976697,56
52,mPFD,"1,2,3,4,7,8-hxcdf",0.044207819,0.029768324,0.03640783,12
52,mPFD,"1,2,3,4,6,7,8-hxcdf",0.027582752,0.081696005,0.059970077,57
52,Non-Dioxin-like PCBs,PCB 74,0.008715019,0.039520733,0.052661805,15
52,Non-Dioxin-like PCBs,PCB 194,0.006306284,0.039834125,0.045298732,24
52,mPFD,"1,2,3,6,7,8-hxcdf",0.006056859,0.023775785,0.02946219,8
52,mPFD,"1,2,3,4,6,7,8-hpcdd",0.003347438,0.025502809,0.031696889,12
52,Non-Dioxin-like PCBs,PCB 180,0.001592417,0.00353903,0.006393246,0
52,mPFD,"1,2,3,6,7,8-hxcdd",2.75E-07,0.021597053,0.029298756,10
52,Non-Dioxin-like PCBs,PCB 153,2.46E-07,0.017423753,0.030813948,7
52,Non-Dioxin-like PCBs,PCB 138,2.13E-07,0.022887075,0.027888138,10
52,Non-Dioxin-like PCBs,PCB 170,1.39E-07,0.010449381,0.019559485,4
52,Non-Dioxin-like PCBs,PCB 187,1.08E-07,0.023013487,0.039626962,12
52,mPFD,"1,2,3,4,6,7,8,9-ocdd",8.31E-08,0.011581327,0.017004002,4
53,Non-Dioxin-like PCBs,PCB 194,0.262911296,0.039834125,0.045298732,24
53,mPFD,"2,3,4,7,8-pncdf",0.209774344,0.262474651,0.132506685,96
53,Non-Dioxin-like PCBs,PCB 99,0.164151569,0.102371171,0.092976697,56
53,Non-Ortho PCBs,PCB 169,0.099104245,0.075626265,0.076996433,44
53,Non-Ortho PCBs,PCB 126,0.083797529,0.123166939,0.090888143,68
53,mPFD,"1,2,3,4,6,7,8-hxcdf",0.02706207,0.081696005,0.059970077,57
53,Non-Dioxin-like PCBs,PCB 74,0.025916944,0.039520733,0.052661805,15
53,mPFD,PCB 118,0.02445245,0.085772087,0.079365683,54
53,mPFD,"1,2,3,6,7,8-hxcdd",0.021343073,0.021597053,0.029298756,10
53,Non-Dioxin-like PCBs,PCB 138,0.020406102,0.022887075,0.027888138,10
53,Non-Dioxin-like PCBs,PCB 187,0.01944977,0.023013487,0.039626962,12
53,mPFD,"1,2,3,4,7,8-hxcdf",0.016457116,0.029768324,0.03640783,12
53,mPFD,"1,2,3,6,7,8-hxcdf",0.008493296,0.023775785,0.02946219,8
53,mPFD,"1,2,3,4,6,7,8-hpcdd",0.007162801,0.025502809,0.031696889,12
53,mPFD,"1,2,3,4,6,7,8,9-ocdd",0.004219109,0.011581327,0.017004002,4
53,Non-Dioxin-like PCBs,PCB 180,0.003546487,0.00353903,0.006393246,0
53,Non-Dioxin-like PCBs,PCB 153,0.001750767,0.017423753,0.030813948,7
53,Non-Dioxin-like PCBs,PCB 170,1.03E-06,0.010449381,0.019559485,4
54,Non-Ortho PCBs,PCB 169,0.211566261,0.075626265,0.076996433,44
