"","seed","Group","chem","beta_lasso","mean","se","number_nonzero"
"309",18,"mPFD","PCB 118",0.0037773300226038,0.00417413751941203,0.00015889455616173,100
"310",18,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"311",18,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"312",18,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"313",18,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"314",18,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"315",18,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"316",18,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"317",18,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"318",18,"mPFD","2,3,4,7,8-pncdf",0.0226471663382398,0.022785687851283,9.85868262387431e-05,100
"319",18,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"320",18,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"321",18,"mPFD","1,2,3,4,6,7,8-hxcdf",3.96374517551747e-05,0.000812445079317047,0.000192221485691723,71
"322",18,"Non-Ortho PCBs","PCB 126",0.0106611457803702,0.010731540842584,5.24662956248506e-05,100
"323",18,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"324",18,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"325",19,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"326",19,"Non-Dioxin-like PCBs","PCB 99",0.00354263093697166,0.00207883006469387,0.000103872062126573,100
"327",19,"mPFD","PCB 118",0.0054641968961807,0.00417413751941203,0.00015889455616173,100
"328",19,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"329",19,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"330",19,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"331",19,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"332",19,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"333",19,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"334",19,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"335",19,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00241350876180237,-0.000793342774437702,0.000258429964777081,11
"336",19,"mPFD","2,3,4,7,8-pncdf",0.0244136489392099,0.022785687851283,9.85868262387431e-05,100
"337",19,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"338",19,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"339",19,"mPFD","1,2,3,4,6,7,8-hxcdf",0.0031059805768771,0.000812445079317047,0.000192221485691723,71
"340",19,"Non-Ortho PCBs","PCB 126",0.0117608881348596,0.010731540842584,5.24662956248506e-05,100
"341",19,"Non-Ortho PCBs","PCB 169",0.000816825929849135,0.000500002439143377,0.000189547658862809,11
"342",19,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"343",20,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"344",20,"Non-Dioxin-like PCBs","PCB 99",0.00233239851005607,0.00207883006469387,0.000103872062126573,100
"345",20,"mPFD","PCB 118",0.0041102234433308,0.00417413751941203,0.00015889455616173,100
"346",20,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"347",20,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"348",20,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"349",20,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"350",20,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"351",20,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"352",20,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"353",20,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"354",20,"mPFD","2,3,4,7,8-pncdf",0.02309937191823,0.022785687851283,9.85868262387431e-05,100
"355",20,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"356",20,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"357",20,"mPFD","1,2,3,4,6,7,8-hxcdf",0.000554558937332465,0.000812445079317047,0.000192221485691723,71
"358",20,"Non-Ortho PCBs","PCB 126",0.0109212743305355,0.010731540842584,5.24662956248506e-05,100
"359",20,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"360",20,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"361",21,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"362",21,"Non-Dioxin-like PCBs","PCB 99",0.00137096222544985,0.00207883006469387,0.000103872062126573,100
"363",21,"mPFD","PCB 118",0.00339259251451403,0.00417413751941203,0.00015889455616173,100
"364",21,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"365",21,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"366",21,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"367",21,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"368",21,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"369",21,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"370",21,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"371",21,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"372",21,"mPFD","2,3,4,7,8-pncdf",0.0220294215174968,0.022785687851283,9.85868262387431e-05,100
"373",21,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"374",21,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"375",21,"mPFD","1,2,3,4,6,7,8-hxcdf",0,0.000812445079317047,0.000192221485691723,71
"376",21,"Non-Ortho PCBs","PCB 126",0.010321264063308,0.010731540842584,5.24662956248506e-05,100
"377",21,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"378",21,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"379",22,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"380",22,"Non-Dioxin-like PCBs","PCB 99",0.00233239851005607,0.00207883006469387,0.000103872062126573,100
"381",22,"mPFD","PCB 118",0.0041102234433308,0.00417413751941203,0.00015889455616173,100
"382",22,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"383",22,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"384",22,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"385",22,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"386",22,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"387",22,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"388",22,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"389",22,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"390",22,"mPFD","2,3,4,7,8-pncdf",0.02309937191823,0.022785687851283,9.85868262387431e-05,100
"391",22,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"392",22,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"393",22,"mPFD","1,2,3,4,6,7,8-hxcdf",0.000554558937332465,0.000812445079317047,0.000192221485691723,71
"394",22,"Non-Ortho PCBs","PCB 126",0.0109212743305355,0.010731540842584,5.24662956248506e-05,100
"395",22,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"396",22,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"397",23,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"398",23,"Non-Dioxin-like PCBs","PCB 99",0.000740520297643303,0.00207883006469387,0.000103872062126573,100
"399",23,"mPFD","PCB 118",0.00303638446904133,0.00417413751941203,0.00015889455616173,100
"400",23,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"401",23,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"402",23,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"403",23,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"404",23,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"405",23,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"406",23,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"407",23,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"408",23,"mPFD","2,3,4,7,8-pncdf",0.0213499817236964,0.022785687851283,9.85868262387431e-05,100
"409",23,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"410",23,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"411",23,"mPFD","1,2,3,4,6,7,8-hxcdf",0,0.000812445079317047,0.000192221485691723,71
"412",23,"Non-Ortho PCBs","PCB 126",0.0099320899796288,0.010731540842584,5.24662956248506e-05,100
"413",23,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"414",23,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"415",24,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"416",24,"Non-Dioxin-like PCBs","PCB 99",0.00233239851005607,0.00207883006469387,0.000103872062126573,100
"417",24,"mPFD","PCB 118",0.0041102234433308,0.00417413751941203,0.00015889455616173,100
"418",24,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"419",24,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"420",24,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"421",24,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"422",24,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"423",24,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"424",24,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"425",24,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"426",24,"mPFD","2,3,4,7,8-pncdf",0.02309937191823,0.022785687851283,9.85868262387431e-05,100
"427",24,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"428",24,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"429",24,"mPFD","1,2,3,4,6,7,8-hxcdf",0.000554558937332465,0.000812445079317047,0.000192221485691723,71
"430",24,"Non-Ortho PCBs","PCB 126",0.0109212743305355,0.010731540842584,5.24662956248506e-05,100
"431",24,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"432",24,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"433",25,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"434",25,"Non-Dioxin-like PCBs","PCB 99",0.00187271311009269,0.00207883006469387,0.000103872062126573,100
"435",25,"mPFD","PCB 118",0.0037773300226038,0.00417413751941203,0.00015889455616173,100
"436",25,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"437",25,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"438",25,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"439",25,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"440",25,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"441",25,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"442",25,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"443",25,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"444",25,"mPFD","2,3,4,7,8-pncdf",0.0226471663382398,0.022785687851283,9.85868262387431e-05,100
"445",25,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"446",25,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"447",25,"mPFD","1,2,3,4,6,7,8-hxcdf",3.96374517551747e-05,0.000812445079317047,0.000192221485691723,71
"448",25,"Non-Ortho PCBs","PCB 126",0.0106611457803702,0.010731540842584,5.24662956248506e-05,100
"449",25,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"450",25,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"451",26,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"452",26,"Non-Dioxin-like PCBs","PCB 99",0.00137096222544985,0.00207883006469387,0.000103872062126573,100
"453",26,"mPFD","PCB 118",0.00339259251451403,0.00417413751941203,0.00015889455616173,100
"454",26,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"455",26,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"456",26,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"457",26,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"458",26,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"459",26,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"460",26,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"461",26,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"462",26,"mPFD","2,3,4,7,8-pncdf",0.0220294215174968,0.022785687851283,9.85868262387431e-05,100
"463",26,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"464",26,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"465",26,"mPFD","1,2,3,4,6,7,8-hxcdf",0,0.000812445079317047,0.000192221485691723,71
"466",26,"Non-Ortho PCBs","PCB 126",0.010321264063308,0.010731540842584,5.24662956248506e-05,100
"467",26,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"468",26,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"469",27,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"470",27,"Non-Dioxin-like PCBs","PCB 99",0.00137096222544985,0.00207883006469387,0.000103872062126573,100
"471",27,"mPFD","PCB 118",0.00339259251451403,0.00417413751941203,0.00015889455616173,100
"472",27,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"473",27,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"474",27,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"475",27,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"476",27,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"477",27,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"478",27,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"479",27,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"480",27,"mPFD","2,3,4,7,8-pncdf",0.0220294215174968,0.022785687851283,9.85868262387431e-05,100
"481",27,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"482",27,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"483",27,"mPFD","1,2,3,4,6,7,8-hxcdf",0,0.000812445079317047,0.000192221485691723,71
"484",27,"Non-Ortho PCBs","PCB 126",0.010321264063308,0.010731540842584,5.24662956248506e-05,100
"485",27,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"486",27,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"487",28,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"488",28,"Non-Dioxin-like PCBs","PCB 99",0.00137096222544985,0.00207883006469387,0.000103872062126573,100
"489",28,"mPFD","PCB 118",0.00339259251451403,0.00417413751941203,0.00015889455616173,100
"490",28,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"491",28,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"492",28,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"493",28,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"494",28,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"495",28,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"496",28,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"497",28,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"498",28,"mPFD","2,3,4,7,8-pncdf",0.0220294215174968,0.022785687851283,9.85868262387431e-05,100
"499",28,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"500",28,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"501",28,"mPFD","1,2,3,4,6,7,8-hxcdf",0,0.000812445079317047,0.000192221485691723,71
"502",28,"Non-Ortho PCBs","PCB 126",0.010321264063308,0.010731540842584,5.24662956248506e-05,100
"503",28,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"504",28,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"505",29,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"506",29,"Non-Dioxin-like PCBs","PCB 99",0.0057703939762776,0.00207883006469387,0.000103872062126573,100
"507",29,"mPFD","PCB 118",0.0116580335230132,0.00417413751941203,0.00015889455616173,100
"508",29,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"509",29,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"510",29,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"511",29,"Non-Dioxin-like PCBs","PCB 180",-0.0114378726056154,-0.00041873331822929,0.000201748781189617,5
"512",29,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"513",29,"mPFD","1,2,3,6,7,8-hxcdd",-7.06894430175379e-05,-1.41378886035076e-06,9.94637887211316e-07,2
"514",29,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"515",29,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0123287491328118,-0.000793342774437702,0.000258429964777081,11
"516",29,"mPFD","2,3,4,7,8-pncdf",0.0257283567986394,0.022785687851283,9.85868262387431e-05,100
"517",29,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"518",29,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"519",29,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00867036345688709,0.000812445079317047,0.000192221485691723,71
"520",29,"Non-Ortho PCBs","PCB 126",0.0117671496986866,0.010731540842584,5.24662956248506e-05,100
"521",29,"Non-Ortho PCBs","PCB 169",0.0101893681687442,0.000500002439143377,0.000189547658862809,11
"522",29,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"523",30,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"524",30,"Non-Dioxin-like PCBs","PCB 99",0.00233239851005607,0.00207883006469387,0.000103872062126573,100
"525",30,"mPFD","PCB 118",0.0041102234433308,0.00417413751941203,0.00015889455616173,100
"526",30,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"527",30,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"528",30,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"529",30,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"530",30,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"531",30,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"532",30,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"533",30,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"534",30,"mPFD","2,3,4,7,8-pncdf",0.02309937191823,0.022785687851283,9.85868262387431e-05,100
"535",30,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"536",30,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"537",30,"mPFD","1,2,3,4,6,7,8-hxcdf",0.000554558937332465,0.000812445079317047,0.000192221485691723,71
"538",30,"Non-Ortho PCBs","PCB 126",0.0109212743305355,0.010731540842584,5.24662956248506e-05,100
"539",30,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"540",30,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"541",31,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"542",31,"Non-Dioxin-like PCBs","PCB 99",0.00187271311009269,0.00207883006469387,0.000103872062126573,100
"543",31,"mPFD","PCB 118",0.0037773300226038,0.00417413751941203,0.00015889455616173,100
"544",31,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"545",31,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"546",31,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"547",31,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"548",31,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"549",31,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"550",31,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"551",31,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"552",31,"mPFD","2,3,4,7,8-pncdf",0.0226471663382398,0.022785687851283,9.85868262387431e-05,100
"553",31,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"554",31,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"555",31,"mPFD","1,2,3,4,6,7,8-hxcdf",3.96374517551747e-05,0.000812445079317047,0.000192221485691723,71
"556",31,"Non-Ortho PCBs","PCB 126",0.0106611457803702,0.010731540842584,5.24662956248506e-05,100
"557",31,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"558",31,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"559",32,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"560",32,"Non-Dioxin-like PCBs","PCB 99",0.00233239851005607,0.00207883006469387,0.000103872062126573,100
"561",32,"mPFD","PCB 118",0.0041102234433308,0.00417413751941203,0.00015889455616173,100
"562",32,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"563",32,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"564",32,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"565",32,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"566",32,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"567",32,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"568",32,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"569",32,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"570",32,"mPFD","2,3,4,7,8-pncdf",0.02309937191823,0.022785687851283,9.85868262387431e-05,100
"571",32,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"572",32,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"573",32,"mPFD","1,2,3,4,6,7,8-hxcdf",0.000554558937332465,0.000812445079317047,0.000192221485691723,71
"574",32,"Non-Ortho PCBs","PCB 126",0.0109212743305355,0.010731540842584,5.24662956248506e-05,100
"575",32,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"576",32,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"577",33,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"578",33,"Non-Dioxin-like PCBs","PCB 99",0.00187271311009269,0.00207883006469387,0.000103872062126573,100
"579",33,"mPFD","PCB 118",0.0037773300226038,0.00417413751941203,0.00015889455616173,100
"580",33,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"581",33,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"582",33,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"583",33,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"584",33,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"585",33,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"586",33,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"587",33,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"588",33,"mPFD","2,3,4,7,8-pncdf",0.0226471663382398,0.022785687851283,9.85868262387431e-05,100
"589",33,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"590",33,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"591",33,"mPFD","1,2,3,4,6,7,8-hxcdf",3.96374517551747e-05,0.000812445079317047,0.000192221485691723,71
"592",33,"Non-Ortho PCBs","PCB 126",0.0106611457803702,0.010731540842584,5.24662956248506e-05,100
"593",33,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"594",33,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"595",34,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"596",34,"Non-Dioxin-like PCBs","PCB 99",0.000740520297643303,0.00207883006469387,0.000103872062126573,100
"597",34,"mPFD","PCB 118",0.00303638446904133,0.00417413751941203,0.00015889455616173,100
"598",34,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"599",34,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"600",34,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"601",34,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"602",34,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"603",34,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
"604",34,"mPFD","1,2,3,4,6,7,8-hpcdd",0,0,0,0
"605",34,"mPFD","1,2,3,4,6,7,8,9-ocdd",0,-0.000793342774437702,0.000258429964777081,11
"606",34,"mPFD","2,3,4,7,8-pncdf",0.0213499817236964,0.022785687851283,9.85868262387431e-05,100
"607",34,"mPFD","1,2,3,4,7,8-hxcdf",0,0,0,0
"608",34,"mPFD","1,2,3,6,7,8-hxcdf",0,0,0,0
"609",34,"mPFD","1,2,3,4,6,7,8-hxcdf",0,0.000812445079317047,0.000192221485691723,71
"610",34,"Non-Ortho PCBs","PCB 126",0.0099320899796288,0.010731540842584,5.24662956248506e-05,100
"611",34,"Non-Ortho PCBs","PCB 169",0,0.000500002439143377,0.000189547658862809,11
"612",34,"Non-Dioxin-like PCBs","PCB 194",0,0,0,0
"613",35,"Non-Dioxin-like PCBs","PCB 74",0,0,0,0
"614",35,"Non-Dioxin-like PCBs","PCB 99",0.000740520297643303,0.00207883006469387,0.000103872062126573,100
"615",35,"mPFD","PCB 118",0.00303638446904133,0.00417413751941203,0.00015889455616173,100
"616",35,"Non-Dioxin-like PCBs","PCB 138",0,0,0,0
"617",35,"Non-Dioxin-like PCBs","PCB 153",0,0,0,0
"618",35,"Non-Dioxin-like PCBs","PCB 170",0,0,0,0
"619",35,"Non-Dioxin-like PCBs","PCB 180",0,-0.00041873331822929,0.000201748781189617,5
"620",35,"Non-Dioxin-like PCBs","PCB 187",0,0,0,0
"621",35,"mPFD","1,2,3,6,7,8-hxcdd",0,-1.41378886035076e-06,9.94637887211316e-07,2
