seed,variable,mean_weight
12,LBXF03LA,0.2904572815479673
12,LBXPCBLA,0.18087317622580815
12,LBXD05LA,0.09592577157208344
12,LBX118LA,0.08324056842378094
12,LBXF08LA,0.07872018627351926
12,LBX138LA,0.07618372431936732
12,LBXD07LA,0.05851957839746109
12,LBXD03LA,0.05306713231391244
12,LBX074LA,0.02493386381026822
12,LBXHXCLA,0.019926090313841772
12,LBXF05LA,0.011834705486842399
12,LBX194LA,0.006664476365126378
12,LBX170LA,0.006076440021916347
12,LBX099LA,0.00604477260961164
12,LBX187LA,0.004764480458569496
12,LBX153LA,0.0023376257667151656
12,LBXF04LA,4.29919052591386e-4
12,LBX180LA,2.0704061700350316e-7
13,LBXF03LA,0.21339588547061597
13,LBXPCBLA,0.19708537038038768
13,LBX118LA,0.15412198587382106
13,LBXF08LA,0.12462893633965624
13,LBXD03LA,0.09175047302961524
13,LBXF04LA,0.06134475628030013
13,LBXD05LA,0.044632699383067624
13,LBXF05LA,0.04065354375134348
13,LBX099LA,0.025615207276511443
13,LBXHXCLA,0.02050107687926666
13,LBX074LA,0.020460967900880943
13,LBX187LA,0.00475830420436641
13,LBX180LA,5.918302336661722e-4
13,LBX138LA,4.5594252514184183e-4
13,LBX194LA,1.8438113542308859e-6
13,LBX153LA,8.817091971774134e-7
13,LBX170LA,1.8480649100560567e-7
13,LBXD07LA,1.1014431669378643e-7
14,LBXF03LA,0.41939743570076804
14,LBX187LA,0.1673885101913477
14,LBX194LA,0.1114571978324903
14,LBX170LA,0.07035313265149787
14,LBXF08LA,0.03842444617066306
14,LBX074LA,0.030553098584716994
14,LBX099LA,0.030370233673763413
14,LBXPCBLA,0.026663629427478377
14,LBXD03LA,0.019446631198945064
14,LBXHXCLA,0.018647879973149338
14,LBXD07LA,0.016416377236726936
14,LBX118LA,0.014095047444361736
14,LBX153LA,0.012810237053417226
14,LBXF05LA,0.011992707757145575
14,LBXD05LA,0.01055259879746607
14,LBX180LA,6.515142987903206e-4
14,LBX138LA,5.75712994923634e-4
14,LBXF04LA,2.036090123487302e-4
15,LBX118LA,0.2825792036153891
15,LBXF03LA,0.20417284551627515
15,LBX099LA,0.1355752661408507
15,LBXF08LA,0.11047884093146051
15,LBXPCBLA,0.09451321005638057
15,LBX074LA,0.07920490283358711
15,LBXF05LA,0.04174672897441765
15,LBXD05LA,0.012898751824372707
15,LBX138LA,0.010440593329726423
15,LBX153LA,0.007834911362837567
15,LBX187LA,0.007530917076134454
15,LBXD03LA,0.004701768696425075
15,LBX194LA,0.0036000921828352604
15,LBX170LA,0.002555848839693727
15,LBXHXCLA,0.0012507719226144077
15,LBX180LA,9.151702813803362e-4
15,LBXD07LA,9.556707968560541e-8
15,LBXF04LA,8.084853953997257e-8
16,LBXF03LA,0.26808699228313987
16,LBX099LA,0.18973465093439798
16,LBXF08LA,0.18003116294783014
16,LBX194LA,0.12497830691460834
16,LBXPCBLA,0.04080967857957387
16,LBXF04LA,0.03963873967710526
16,LBX118LA,0.03074146574432642
16,LBX187LA,0.030001778424335285
16,LBX074LA,0.02461567000266371
16,LBX153LA,0.024534859905940863
16,LBXF05LA,0.019315583684734367
16,LBXD05LA,0.01298370664381936
16,LBXD07LA,0.007647231671338343
16,LBXHXCLA,0.005720221591969789
16,LBX180LA,7.097341404065659e-4
16,LBX170LA,4.4962424906438585e-4
16,LBX138LA,3.613413963735918e-7
16,LBXD03LA,2.3126334956803352e-7
17,LBXPCBLA,0.18109936597288703
17,LBXF03LA,0.17928585247012147
17,LBX194LA,0.10900123307552602
17,LBX118LA,0.10014191285835981
17,LBXF08LA,0.0761372819142106
17,LBXD05LA,0.06492663748231722
17,LBX074LA,0.05501955025674652
17,LBX138LA,0.04377431973975137
17,LBX170LA,0.04363896777419437
17,LBXF05LA,0.04110658856190924
