seed,term,estimate,std.error,statistic,p.value
66,wqs,0.016746106999677282,0.00574204094387626,2.9164032725222166,0.0036774008660231034
67,wqs,0.020202535230843612,0.005188521162857979,3.8936981457189446,1.1016682473752513e-4
68,wqs,0.015922788677894345,0.005326265818428397,2.989484419422504,0.002912500702324521
69,wqs,0.0205484410424734,0.005197702520656732,3.9533699669824687,8.654070581261369e-5
70,wqs,0.013078585998276597,0.005128991975978971,2.549933019885508,0.011029501767896705
71,wqs,0.016472120790829315,0.005313982407089019,3.0997695379749453,0.0020302938367194163
72,wqs,0.017142562102746797,0.005442467700638576,3.1497774622962713,0.0017177698076177449
73,wqs,0.020062070972101755,0.005768132478975176,3.478087759812719,5.427254162689475e-4
74,wqs,0.01597691027933857,0.00501868287146934,3.1834867212203317,0.0015328163786503654
75,wqs,0.014606933002055407,0.0053550897934411465,2.7276728431231563,0.006570788085533527
76,wqs,0.01831610659420045,0.004966600597906146,3.6878557542803585,2.4733084416656215e-4
77,wqs,0.014923724285197476,0.0047662045454103935,3.1311548094527843,0.001828565531003266
78,wqs,0.01978925904865849,0.005690964827395601,3.4773117825988735,5.442663619458446e-4
79,wqs,0.01898211822823239,0.0056013765261058055,3.3888309667747256,7.493825903654437e-4
80,wqs,0.017711367389741352,0.005167249613325371,3.427619858747881,6.519042235403056e-4
81,wqs,0.012303822746653707,0.005631009177371277,2.185012021663495,0.029286014679595403
82,wqs,0.019371452641526322,0.0052489899889868056,3.690510494813408,2.4482245772330854e-4
83,wqs,0.01447980329261008,0.004713936862576857,3.0717007280183948,0.0022278447537307576
84,wqs,0.018109966126959302,0.005780865544667317,3.132743010026453,0.0018188657774011574
85,wqs,0.01440832084292151,0.005199707213208576,2.770986952173137,0.005767279322026358
86,wqs,0.01235650580239212,0.004614052289345235,2.6780159884459374,0.007615106428693007
87,wqs,0.01733458709637827,0.0053088244148585175,3.265240238095206,0.0011579567138638664
88,wqs,0.014680174485749145,0.005715874851645951,2.5683162887168223,0.01046768003716144
89,wqs,0.015582394875253766,0.004410194460430569,3.533267073609369,4.430272098113289e-4
90,wqs,0.017253341838161303,0.0053024775711873464,3.253826462541337,0.0012046214259587113
91,wqs,0.016701504774874826,0.0057141420932866884,2.922836797232736,0.003603359823939841
92,wqs,0.013987767014298233,0.005088771913059547,2.748751025448948,0.006167951487782458
93,wqs,0.009900264590136577,0.005060483185276306,1.9563872119843861,0.05089740317373765
94,wqs,0.01906941706835453,0.004761117510899715,4.005239741446951,6.998399120353726e-5
95,wqs,0.017371110844754522,0.005235592756479502,3.317888088842712,9.636095626886927e-4
96,wqs,0.01194935756479737,0.005389694353422878,2.2170751774093813,0.027003598970451872
97,wqs,0.022624773968006422,0.005610256666936354,4.032752030997781,6.246968523465542e-5
98,wqs,0.010509388321071792,0.004731274311240656,2.2212595655473573,0.026717398597433988
99,wqs,0.012916535019522763,0.005214425174863107,2.477077450797222,0.013529235888934513
100,wqs,0.015060397932293466,0.005447069268326912,2.7648625692838538,0.0058752191862069935
